tasklist_id,label,deskripsi,lokasi,detail_lokasi,lokasi_merged,teks_final
8238714,Non TBC,jalan licin pasca hujan,(B PMO) Pit Q1,Loading Soil Outpit Disposal OPD Q KDC,"(B PMO) Pit Q1, Loading Soil Outpit Disposal OPD Q KDC","[DESKRIPSI]: jalan licin pasca hujan [LOKASI]: (B PMO) Pit Q1, Loading Soil Outpit Disposal OPD Q KDC"
8235978,Non TBC,Belum terpasang rambu di muara simpang front 6015_03&6015_25,Pit PQRT,Front Loading,"Pit PQRT, Front Loading","[DESKRIPSI]: Belum terpasang rambu di muara simpang front 6015_03&6015_25 [LOKASI]: Pit PQRT, Front Loading"
8235917,Non TBC,Strainer Air laut ME Kotor,Towing Tug,TB KSA 160,"Towing Tug, TB KSA 160","[DESKRIPSI]: Strainer Air laut ME Kotor [LOKASI]: Towing Tug, TB KSA 160"
8234905,Non TBC,Debu mulai tebal area front j barat,(B8) Pit J,Front Loading OB,"(B8) Pit J, Front Loading OB","[DESKRIPSI]: Debu mulai tebal area front j barat [LOKASI]: (B8) Pit J, Front Loading OB"
8190478,7. LOTO,Unit breakdown belum terpasang service tag,Main Workshop Pama,Bays 1 (Wheel),"Main Workshop Pama, Bays 1 (Wheel)","[DESKRIPSI]: Unit breakdown belum terpasang service tag [LOKASI]: Main Workshop Pama, Bays 1 (Wheel)"
8240593,Non TBC,Undulating arah disposal,Project Diversion Selatan BAR,Dumping Embankment,"Project Diversion Selatan BAR, Dumping Embankment","[DESKRIPSI]: Undulating arah disposal [LOKASI]: Project Diversion Selatan BAR, Dumping Embankment"
8240554,Non TBC,Tidak ada rambu stop pada simpang front,Bandara Southwest PAMA,Infrastruktur Bandara,"Bandara Southwest PAMA, Infrastruktur Bandara","[DESKRIPSI]: Tidak ada rambu stop pada simpang front [LOKASI]: Bandara Southwest PAMA, Infrastruktur Bandara"
8239755,Non TBC,metal roller broken,Floating Crane,CTS Bulk Sumatera,"Floating Crane, CTS Bulk Sumatera","[DESKRIPSI]: metal roller broken [LOKASI]: Floating Crane, CTS Bulk Sumatera"
8239297,Non TBC,Tumpukan batu bara di sisi kiri tongkang,Barge,BG PST 315,"Barge, BG PST 315","[DESKRIPSI]: Tumpukan batu bara di sisi kiri tongkang [LOKASI]: Barge, BG PST 315"
8238883,Non TBC,#TBC isolasi kabel terbuka,Crusher 02 dan OLC,MCC Room CR 2,"Crusher 02 dan OLC, MCC Room CR 2","[DESKRIPSI]: #TBC isolasi kabel terbuka [LOKASI]: Crusher 02 dan OLC, MCC Room CR 2"
8238223,Non TBC,Terdapat spoil baju jalan terjadi penyempitan,(B PMO) Pit K1,Mine Road Access K1 KDC,"(B PMO) Pit K1, Mine Road Access K1 KDC","[DESKRIPSI]: Terdapat spoil baju jalan terjadi penyempitan [LOKASI]: (B PMO) Pit K1, Mine Road Access K1 KDC"
8237628,Non TBC,Jalan akses masuk disposal tidak rata,Project Rehandling Soil OPP,Disposal,"Project Rehandling Soil OPP, Disposal","[DESKRIPSI]: Jalan akses masuk disposal tidak rata [LOKASI]: Project Rehandling Soil OPP, Disposal"
8237360,Non TBC,Pintu panel lampu tidak di tutup rapat,Towing Tug,TB KSA 105,"Towing Tug, TB KSA 105","[DESKRIPSI]: Pintu panel lampu tidak di tutup rapat [LOKASI]: Towing Tug, TB KSA 105"
8237239,Non TBC,PANEL TIDAK DITUTUP KEMBALI,Assist Tug Sungai,TB DL 09,"Assist Tug Sungai, TB DL 09","[DESKRIPSI]: PANEL TIDAK DITUTUP KEMBALI [LOKASI]: Assist Tug Sungai, TB DL 09"
8236519,Non TBC,Jalan undulating diarea manuver trailler,ROM Central,Area Loading/Dumping,"ROM Central, Area Loading/Dumping","[DESKRIPSI]: Jalan undulating diarea manuver trailler [LOKASI]: ROM Central, Area Loading/Dumping"
8241042,Non TBC,Pergantian Saringan udara AE kiri,Towing Tug,TB KSA 29,"Towing Tug, TB KSA 29","[DESKRIPSI]: Pergantian Saringan udara AE kiri [LOKASI]: Towing Tug, TB KSA 29"
8240743,Non TBC,Lap kaki tidak pada tempatnya,Towing Tug,TB KSA 159,"Towing Tug, TB KSA 159","[DESKRIPSI]: Lap kaki tidak pada tempatnya [LOKASI]: Towing Tug, TB KSA 159"
8239097,Non TBC,Terdapat akses jalan revegetasi belum terpasang rambu stop,Revegetasi,Area Revegetasi,Area Revegetasi,[DESKRIPSI]: Terdapat akses jalan revegetasi belum terpasang rambu stop [LOKASI]: Area Revegetasi
8238521,Non TBC,overspeed,Control Room Technology,Control Room Mining Eyes & MH02,"Control Room Technology, Control Room Mining Eyes & MH02","[DESKRIPSI]: overspeed [LOKASI]: Control Room Technology, Control Room Mining Eyes & MH02"
8238123,Non TBC,Mine out belum optimal floor seam Q,(B PMO) Pit Q1,Loading Point Q1 KDC,"(B PMO) Pit Q1, Loading Point Q1 KDC","[DESKRIPSI]: Mine out belum optimal floor seam Q [LOKASI]: (B PMO) Pit Q1, Loading Point Q1 KDC"
8237978,5. Deviasi Loading/Dumping,Limiter belum update,Pit SE2,Disposal,"Pit SE2, Disposal","[DESKRIPSI]: Limiter belum update [LOKASI]: Pit SE2, Disposal"
8236662,Non TBC,Apart tidak berada pada tempat nya,Towing Tug,TB KSA 97,"Towing Tug, TB KSA 97","[DESKRIPSI]: Apart tidak berada pada tempat nya [LOKASI]: Towing Tug, TB KSA 97"
8235888,Non TBC,Tidak ada penandaan pada smoke detektor,Towing Tug,TB KSA 160,"Towing Tug, TB KSA 160","[DESKRIPSI]: Tidak ada penandaan pada smoke detektor [LOKASI]: Towing Tug, TB KSA 160"
8235777,Non TBC,Smoke detector belum ada penamaan,Towing Tug,TB KSA 100,"Towing Tug, TB KSA 100","[DESKRIPSI]: Smoke detector belum ada penamaan [LOKASI]: Towing Tug, TB KSA 100"
8240572,Non TBC,Bundwall tidak standar,Pit West,Front Loading,"Pit West, Front Loading","[DESKRIPSI]: Bundwall tidak standar [LOKASI]: Pit West, Front Loading"
8239658,Non TBC,Lampu depan mati,Main Workshop Pama,Akses Jalan area Workshop,"Main Workshop Pama, Akses Jalan area Workshop","[DESKRIPSI]: Lampu depan mati [LOKASI]: Main Workshop Pama, Akses Jalan area Workshop"
8239647,Non TBC,Ditemukan sampah tidak dipilah,Warehouse,Warehouse PT. BC SMO,Warehouse PT. BC SMO,[DESKRIPSI]: Ditemukan sampah tidak dipilah [LOKASI]: Warehouse PT. BC SMO
8239334,Non TBC,Tali tambat buritan belum di rapikan,Towing Tug,TB PANCARAN 311,"Towing Tug, TB PANCARAN 311","[DESKRIPSI]: Tali tambat buritan belum di rapikan [LOKASI]: Towing Tug, TB PANCARAN 311"
8239016,Non TBC,Jalan Disposal banyak spoil,Project Diversion Selatan PAMA,Front Dumping Disposal PAMA,"Project Diversion Selatan PAMA, Front Dumping Disposal PAMA","[DESKRIPSI]: Jalan Disposal banyak spoil [LOKASI]: Project Diversion Selatan PAMA, Front Dumping Disposal PAMA"
8238882,Non TBC,"Buggy whip robek, segera diganti",Mess Pama,Project Mess PAMA,Project Mess PAMA,"[DESKRIPSI]: Buggy whip robek, segera diganti [LOKASI]: Project Mess PAMA"
8238841,Non TBC,Air aki AE sebelah kiri kurang,Towing Tug,TB PERKASA 13,"Towing Tug, TB PERKASA 13","[DESKRIPSI]: Air aki AE sebelah kiri kurang [LOKASI]: Towing Tug, TB PERKASA 13"
8236550,Non TBC,Tidak terpasang balikade pada unit BD,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Tidak terpasang balikade pada unit BD [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8235903,Non TBC,Tidak ada penandaan pada lampu emergency,Towing Tug,TB KSA 160,"Towing Tug, TB KSA 160","[DESKRIPSI]: Tidak ada penandaan pada lampu emergency [LOKASI]: Towing Tug, TB KSA 160"
7294421,4. Posisi Pekerja pada Area Tidak aman/Tidak Sesuai Prosedur,Posisi Towerlamp terlalu jauh dengan front ex 1238 sehingga penerangan kurang dari 20 lux,,,,[DESKRIPSI]: Posisi Towerlamp terlalu jauh dengan front ex 1238 sehingga penerangan kurang dari 20 lux
8234928,Non TBC,Unit wll01 bd. Belum terpasang ganjal.,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Unit wll01 bd. Belum terpasang ganjal. [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8234852,Non TBC,penumpukan batubara terlalu banyak,Floating Crane,CTS Bulk Derawan,"Floating Crane, CTS Bulk Derawan","[DESKRIPSI]: penumpukan batubara terlalu banyak [LOKASI]: Floating Crane, CTS Bulk Derawan"
8234849,Non TBC,Kabel tidak di isolasi,Workshop Fabrikasi Pama,Bays Fabrikasi,"Workshop Fabrikasi Pama, Bays Fabrikasi","[DESKRIPSI]: Kabel tidak di isolasi [LOKASI]: Workshop Fabrikasi Pama, Bays Fabrikasi"
8240926,Non TBC,Unit 331 bd belum terpasang service tag,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Unit 331 bd belum terpasang service tag [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8239872,Non TBC,Sampah penuh,Change shift Barokah LD/DT,Akses Jalan Change Shift,"Change shift Barokah LD/DT, Akses Jalan Change Shift","[DESKRIPSI]: Sampah penuh [LOKASI]: Change shift Barokah LD/DT, Akses Jalan Change Shift"
8239374,Non TBC,Jalan lowwal bawah berdebu,(B8) Road Management,Jln. Ubud,"(B8) Road Management, Jln. Ubud","[DESKRIPSI]: Jalan lowwal bawah berdebu [LOKASI]: (B8) Road Management, Jln. Ubud"
8238239,Non TBC,tidak ada lampu tongkang,Towing Tug,TB KSA 87,"Towing Tug, TB KSA 87","[DESKRIPSI]: tidak ada lampu tongkang [LOKASI]: Towing Tug, TB KSA 87"
8237471,Non TBC,Sampah,Office Pama,Infrastruktur Office PAMA,Infrastruktur Office PAMA,[DESKRIPSI]: Sampah [LOKASI]: Infrastruktur Office PAMA
8237065,Non TBC,Kepala aki Dozer ABL 02 PATAH,Floating Crane,CTS Bulk Celebes,"Floating Crane, CTS Bulk Celebes","[DESKRIPSI]: Kepala aki Dozer ABL 02 PATAH [LOKASI]: Floating Crane, CTS Bulk Celebes"
8236774,5. Deviasi Loading/Dumping,Bundwall belum standart,Pit West,Front Dumping,"Pit West, Front Dumping","[DESKRIPSI]: Bundwall belum standart [LOKASI]: Pit West, Front Dumping"
8236107,Non TBC,Undulating terdapat di area manuver unit,(B PMO) Pit Q1,Mine Road Access KDC,"(B PMO) Pit Q1, Mine Road Access KDC","[DESKRIPSI]: Undulating terdapat di area manuver unit [LOKASI]: (B PMO) Pit Q1, Mine Road Access KDC"
8235701,Non TBC,Apar belum terceklis bulan februari,Towing Tug,TB KSA 100,"Towing Tug, TB KSA 100","[DESKRIPSI]: Apar belum terceklis bulan februari [LOKASI]: Towing Tug, TB KSA 100"
8239988,4. Posisi Pekerja pada Area Tidak aman/Tidak Sesuai Prosedur,Terdapat tangulan TL kurang standar di disposal elv 20 potensi tertabrak unit yg melintas,(B PMO) Pit Q1,Disposal OPD Q1 KDC,"(B PMO) Pit Q1, Disposal OPD Q1 KDC","[DESKRIPSI]: Terdapat tangulan TL kurang standar di disposal elv 20 potensi tertabrak unit yg melintas [LOKASI]: (B PMO) Pit Q1, Disposal OPD Q1 KDC"
8235237,Non TBC,Rotary lamp C5073 mati,Pit Stop Hauler T6,Area Perbaikan Unit,"Pit Stop Hauler T6, Area Perbaikan Unit","[DESKRIPSI]: Rotary lamp C5073 mati [LOKASI]: Pit Stop Hauler T6, Area Perbaikan Unit"
8235236,Non TBC,APAR unit low pressure,Workshop BMC,Bays Maintenance,"Workshop BMC, Bays Maintenance","[DESKRIPSI]: APAR unit low pressure [LOKASI]: Workshop BMC, Bays Maintenance"
8241092,Non TBC,CHARGER HP TIDAK DI LEPAS SETELAH PAKAI,Assist Tug Transhipment,TB PWT 57,"Assist Tug Transhipment, TB PWT 57","[DESKRIPSI]: CHARGER HP TIDAK DI LEPAS SETELAH PAKAI [LOKASI]: Assist Tug Transhipment, TB PWT 57"
8239496,Non TBC,Pergantian bohlam lampu di engine room,Towing Tug,TB PANCARAN 611,"Towing Tug, TB PANCARAN 611","[DESKRIPSI]: Pergantian bohlam lampu di engine room [LOKASI]: Towing Tug, TB PANCARAN 611"
8238208,Non TBC,Ditemukan FBH belum di pasang tagging inspeksi,Floating Crane,FC Bulk Karimun,"Floating Crane, FC Bulk Karimun","[DESKRIPSI]: Ditemukan FBH belum di pasang tagging inspeksi [LOKASI]: Floating Crane, FC Bulk Karimun"
8235104,Non TBC,Area manuver disposal Malioboro undulating,(B8) Pit CH,Disposal Kering IPD CH,"(B8) Pit CH, Disposal Kering IPD CH","[DESKRIPSI]: Area manuver disposal Malioboro undulating [LOKASI]: (B8) Pit CH, Disposal Kering IPD CH"
8239254,Non TBC,CCTV belum di nyalakan,Assist Tug Sungai,TB DL 09,"Assist Tug Sungai, TB DL 09","[DESKRIPSI]: CCTV belum di nyalakan [LOKASI]: Assist Tug Sungai, TB DL 09"
8238178,Non TBC,Loto rusak,Office Plant Pama,Infrastruktur Office Plant PAMA,Infrastruktur Office Plant PAMA,[DESKRIPSI]: Loto rusak [LOKASI]: Infrastruktur Office Plant PAMA
8237908,Non TBC,Bohlam lampu anjungan luar sebelah kanan mati,Towing Tug,TB KSA 78,"Towing Tug, TB KSA 78","[DESKRIPSI]: Bohlam lampu anjungan luar sebelah kanan mati [LOKASI]: Towing Tug, TB KSA 78"
8237533,Non TBC,Tutup cet tidak rapat,Towing Tug,TB KSA 160,"Towing Tug, TB KSA 160","[DESKRIPSI]: Tutup cet tidak rapat [LOKASI]: Towing Tug, TB KSA 160"
8236931,Non TBC,Tidak melepas charger HT setelah di gunakan,Towing Tug,TB ARMADA KALTIM 08,"Towing Tug, TB ARMADA KALTIM 08","[DESKRIPSI]: Tidak melepas charger HT setelah di gunakan [LOKASI]: Towing Tug, TB ARMADA KALTIM 08"
8236811,Non TBC,Tidak ada tagging inspeksi tali,Coal Crushing Plant (CPP),Jetty / Dermaga Barging,"Coal Crushing Plant (CPP), Jetty / Dermaga Barging","[DESKRIPSI]: Tidak ada tagging inspeksi tali [LOKASI]: Coal Crushing Plant (CPP), Jetty / Dermaga Barging"
8236692,Non TBC,Jas hujan tidak berada pada tempat nya,Towing Tug,TB KSA 97,"Towing Tug, TB KSA 97","[DESKRIPSI]: Jas hujan tidak berada pada tempat nya [LOKASI]: Towing Tug, TB KSA 97"
8236420,Non TBC,Ex 3952 breakdown belum terpasang safety line,(B PMO) Pit Q1,Pit Stop A2B Q1 KDC,"(B PMO) Pit Q1, Pit Stop A2B Q1 KDC","[DESKRIPSI]: Ex 3952 breakdown belum terpasang safety line [LOKASI]: (B PMO) Pit Q1, Pit Stop A2B Q1 KDC"
8234868,Non TBC,Rambu yang sudah tidak jelas tulisannya,EKSPLORASI PUNAN,AREA PENGEBORAN - RIG DM 010,"EKSPLORASI PUNAN, AREA PENGEBORAN - RIG DM 010","[DESKRIPSI]: Rambu yang sudah tidak jelas tulisannya [LOKASI]: EKSPLORASI PUNAN, AREA PENGEBORAN - RIG DM 010"
8234748,Non TBC,Safety line belum terpasang di sisi barat,(B8) Pit Z,(Area Kritis) Drill & Blast,"(B8) Pit Z, (Area Kritis) Drill & Blast","[DESKRIPSI]: Safety line belum terpasang di sisi barat [LOKASI]: (B8) Pit Z, (Area Kritis) Drill & Blast"
8240709,Non TBC,Sarung tangan latek robek tidak layak di gunakan,WMP 14 LT,Kolam & Inlet/Outlet,"WMP 14 LT, Kolam & Inlet/Outlet","[DESKRIPSI]: Sarung tangan latek robek tidak layak di gunakan [LOKASI]: WMP 14 LT, Kolam & Inlet/Outlet"
8238154,Non TBC,Apar anjungan belum di ispeksi pada bulan 1 dan 2,Towing Tug,TB PANCARAN 215,"Towing Tug, TB PANCARAN 215","[DESKRIPSI]: Apar anjungan belum di ispeksi pada bulan 1 dan 2 [LOKASI]: Towing Tug, TB PANCARAN 215"
8237940,Non TBC,Lampu kerja kompek mati,(B8) Road Management,Jln. Hauling Blok 7,"(B8) Road Management, Jln. Hauling Blok 7","[DESKRIPSI]: Lampu kerja kompek mati [LOKASI]: (B8) Road Management, Jln. Hauling Blok 7"
8237370,Non TBC,Radio HT tidak di tempatnya,Towing Tug,TB KSA 33,"Towing Tug, TB KSA 33","[DESKRIPSI]: Radio HT tidak di tempatnya [LOKASI]: Towing Tug, TB KSA 33"
8237018,Non TBC,WRC Non aktif,Mess Pama,Infrastruktur Masjid PAMA,"Mess Pama, Infrastruktur Masjid PAMA","[DESKRIPSI]: WRC Non aktif [LOKASI]: Mess Pama, Infrastruktur Masjid PAMA"
8236290,Non TBC,Menyimpan helmet bukan pada tempatnya,Towing Tug,TB SELWYN 1,"Towing Tug, TB SELWYN 1","[DESKRIPSI]: Menyimpan helmet bukan pada tempatnya [LOKASI]: Towing Tug, TB SELWYN 1"
8235891,Non TBC,sampah bekas mekilo,Mess,[BUMA] Mess Kalimantan,[BUMA] Mess Kalimantan,[DESKRIPSI]: sampah bekas mekilo [LOKASI]: [BUMA] Mess Kalimantan
8235290,Non TBC,Jarak pandang terbatas karena debu tebal,Coal Hauling Road,Jl. Barokah,"Coal Hauling Road, Jl. Barokah","[DESKRIPSI]: Jarak pandang terbatas karena debu tebal [LOKASI]: Coal Hauling Road, Jl. Barokah"
8235208,Non TBC,Ditemukan stang las rusak,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Ditemukan stang las rusak [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8235175,Non TBC,Jalan akses ke front pit q timur undulating,(B PMO) Pit Q1,Mine Road Access KDC,"(B PMO) Pit Q1, Mine Road Access KDC","[DESKRIPSI]: Jalan akses ke front pit q timur undulating [LOKASI]: (B PMO) Pit Q1, Mine Road Access KDC"
8235158,Non TBC,Jalan keluar parkiran change shift licin pasca hujan,(B PMO) Pit Q1,Change Shift KDC,"(B PMO) Pit Q1, Change Shift KDC","[DESKRIPSI]: Jalan keluar parkiran change shift licin pasca hujan [LOKASI]: (B PMO) Pit Q1, Change Shift KDC"
8241412,Non TBC,Tumpukan Tali yang berada di atas deck,Transhipment Point,DSL 01,"Transhipment Point, DSL 01","[DESKRIPSI]: Tumpukan Tali yang berada di atas deck [LOKASI]: Transhipment Point, DSL 01"
8240700,Non TBC,Rantai dapra berkarat,Barge,BG RMN 393,"Barge, BG RMN 393","[DESKRIPSI]: Rantai dapra berkarat [LOKASI]: Barge, BG RMN 393"
8240162,Non TBC,cctv offline,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: cctv offline [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8238540,Non TBC,Sampah kertas berserakan,Project Rehandling Soil OPP,Front Loading,"Project Rehandling Soil OPP, Front Loading","[DESKRIPSI]: Sampah kertas berserakan [LOKASI]: Project Rehandling Soil OPP, Front Loading"
8238309,Non TBC,terdapat ceceran oli di lantai workshop setelah perbaikan,Workshop,Workshop MIJ,Workshop MIJ,[DESKRIPSI]: terdapat ceceran oli di lantai workshop setelah perbaikan [LOKASI]: Workshop MIJ
8237402,Non TBC,Lampu salong di temukan belum di matikan,Towing Tug,TB KSA 33,"Towing Tug, TB KSA 33","[DESKRIPSI]: Lampu salong di temukan belum di matikan [LOKASI]: Towing Tug, TB KSA 33"
8235783,Non TBC,Fire alarm control panel tidak tertutup,Towing Tug,TB KSA 100,"Towing Tug, TB KSA 100","[DESKRIPSI]: Fire alarm control panel tidak tertutup [LOKASI]: Towing Tug, TB KSA 100"
8235760,Non TBC,Menyimpan radio HT bukan pada tempatnya,Towing Tug,TB KSA 100,"Towing Tug, TB KSA 100","[DESKRIPSI]: Menyimpan radio HT bukan pada tempatnya [LOKASI]: Towing Tug, TB KSA 100"
8235132,Non TBC,Undulating arah front,Project Diversion Selatan BAR,Front Loading Bukit Kaca BAR,"Project Diversion Selatan BAR, Front Loading Bukit Kaca BAR","[DESKRIPSI]: Undulating arah front [LOKASI]: Project Diversion Selatan BAR, Front Loading Bukit Kaca BAR"
8234764,Non TBC,Ganjal ban kurang rapat,Main Workshop Pama,Bays 1 (Wheel),"Main Workshop Pama, Bays 1 (Wheel)","[DESKRIPSI]: Ganjal ban kurang rapat [LOKASI]: Main Workshop Pama, Bays 1 (Wheel)"
8241188,Non TBC,Lupa menutup tempat panel lampu navigasi,Towing Tug,TB KSA 100,"Towing Tug, TB KSA 100","[DESKRIPSI]: Lupa menutup tempat panel lampu navigasi [LOKASI]: Towing Tug, TB KSA 100"
8240918,Non TBC,Service tag belum terpasang pada oht 331 bd.,(B PMO) Workshop,Workshop Temporary KDC,"(B PMO) Workshop, Workshop Temporary KDC","[DESKRIPSI]: Service tag belum terpasang pada oht 331 bd. [LOKASI]: (B PMO) Workshop, Workshop Temporary KDC"
8239857,Non TBC,Jalan pit k undulating,Project Diversion Selatan PAMA,Front Dumping Disposal PAMA,"Project Diversion Selatan PAMA, Front Dumping Disposal PAMA","[DESKRIPSI]: Jalan pit k undulating [LOKASI]: Project Diversion Selatan PAMA, Front Dumping Disposal PAMA"
8239427,Non TBC,Inspeksi APD tidak diletakkan pada tempatnya,Office BUMA,Office Suaran KM 19 BUMA,"Office BUMA, Office Suaran KM 19 BUMA","[DESKRIPSI]: Inspeksi APD tidak diletakkan pada tempatnya [LOKASI]: Office BUMA, Office Suaran KM 19 BUMA"
8238117,Non TBC,AC belum dimatikan,Office Plant Pama,Infrastruktur Office Plant PAMA,Infrastruktur Office Plant PAMA,[DESKRIPSI]: AC belum dimatikan [LOKASI]: Infrastruktur Office Plant PAMA
8235654,Non TBC,OPERATOR TR 3285 TERPANTAU CLOSE EYE,Lokasi by DMS,Detail Lokasi by DMS,Detail Lokasi by DMS,[DESKRIPSI]: OPERATOR TR 3285 TERPANTAU CLOSE EYE [LOKASI]: Detail Lokasi by DMS
8235273,Non TBC,Radio mati,Project Diversion Selatan,Stage 1 Project Road Diversion,"Project Diversion Selatan, Stage 1 Project Road Diversion","[DESKRIPSI]: Radio mati [LOKASI]: Project Diversion Selatan, Stage 1 Project Road Diversion"
8241292,Non TBC,Kondisi berkabut,Workshop MTL KM 1,Halaman & Parkiran Workshop MTL,"Workshop MTL KM 1, Halaman & Parkiran Workshop MTL","[DESKRIPSI]: Kondisi berkabut [LOKASI]: Workshop MTL KM 1, Halaman & Parkiran Workshop MTL"
8238819,Non TBC,sampah menumpuk potensi mengundang tikus dan ular,(B8) Container big Digger,Office,"(B8) Container big Digger, Office","[DESKRIPSI]: sampah menumpuk potensi mengundang tikus dan ular [LOKASI]: (B8) Container big Digger, Office"
8238546,Non TBC,Blender belum di tagging,Dapur PAMA/ARCO,Area Dapur,"Dapur PAMA/ARCO, Area Dapur","[DESKRIPSI]: Blender belum di tagging [LOKASI]: Dapur PAMA/ARCO, Area Dapur"
8236800,Non TBC,Baut V-Floug CV50 lepas 1 potensi merobek belting,CPP Suaran,CPP Suaran (SIB),CPP Suaran (SIB),[DESKRIPSI]: Baut V-Floug CV50 lepas 1 potensi merobek belting [LOKASI]: CPP Suaran (SIB)
8236680,Non TBC,Log book deck tidak berada pada tempat nya,Towing Tug,TB KSA 97,"Towing Tug, TB KSA 97","[DESKRIPSI]: Log book deck tidak berada pada tempat nya [LOKASI]: Towing Tug, TB KSA 97"
8235240,Non TBC,Front suspensi Rh drop C9033,Pit Stop Hauler T6,Area Perbaikan Unit,"Pit Stop Hauler T6, Area Perbaikan Unit","[DESKRIPSI]: Front suspensi Rh drop C9033 [LOKASI]: Pit Stop Hauler T6, Area Perbaikan Unit"
8235054,Non TBC,Kondisi jalan masuk front loading BMC 114 undulating,(B8) Pit J,Front Loading Coal,"(B8) Pit J, Front Loading Coal","[DESKRIPSI]: Kondisi jalan masuk front loading BMC 114 undulating [LOKASI]: (B8) Pit J, Front Loading Coal"
8234847,Non TBC,Debu mulai tebal arah jalan Ubud,(B8) Road Management,Jln. Ubud,"(B8) Road Management, Jln. Ubud","[DESKRIPSI]: Debu mulai tebal arah jalan Ubud [LOKASI]: (B8) Road Management, Jln. Ubud"
6830794,Non TBC,Terdapat cecera batu bara di pinggir tongkang,,,,[DESKRIPSI]: Terdapat cecera batu bara di pinggir tongkang
7271675,Non TBC,Terdapat benda didepan pintu ruang administrasi warehouse,,,,[DESKRIPSI]: Terdapat benda didepan pintu ruang administrasi warehouse
8241592,Non TBC,gerinda tidak di simpan pada tempatnya,Towing Tug,TB KSA 105,"Towing Tug, TB KSA 105","[DESKRIPSI]: gerinda tidak di simpan pada tempatnya [LOKASI]: Towing Tug, TB KSA 105"
8240168,Non TBC,sampah tidak di hausekeeping,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: sampah tidak di hausekeeping [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8240089,Non TBC,area kerja tidak dibersihkan,(B PMO) Project,Project Underpass BC PMO,"(B PMO) Project, Project Underpass BC PMO","[DESKRIPSI]: area kerja tidak dibersihkan [LOKASI]: (B PMO) Project, Project Underpass BC PMO"
8239888,Non TBC,Terdapat clamp air Cleaner tidak terpasang,Void,Embung KM 5.500,"Void, Embung KM 5.500","[DESKRIPSI]: Terdapat clamp air Cleaner tidak terpasang [LOKASI]: Void, Embung KM 5.500"
8239424,Non TBC,Barang barang tidak tersusun rapi,Assist Tug Transhipment,DSL 03,"Assist Tug Transhipment, DSL 03","[DESKRIPSI]: Barang barang tidak tersusun rapi [LOKASI]: Assist Tug Transhipment, DSL 03"
8239223,Non TBC,Ringbouy ditongkang tidak dilengkapi tali,Towing Tug,TB BERAU 22,"Towing Tug, TB BERAU 22","[DESKRIPSI]: Ringbouy ditongkang tidak dilengkapi tali [LOKASI]: Towing Tug, TB BERAU 22"
8239114,Non TBC,Cat draft belakang tongkang haluan kiri mulai pudar,Towing Tug,TB KSA 125,"Towing Tug, TB KSA 125","[DESKRIPSI]: Cat draft belakang tongkang haluan kiri mulai pudar [LOKASI]: Towing Tug, TB KSA 125"
8238502,Non TBC,Jalan houling berdebu,Coal Hauling Road,Red Zone Jl.Barokah Km 9.500-9.650,"Coal Hauling Road, Red Zone Jl.Barokah Km 9.500-9.650","[DESKRIPSI]: Jalan houling berdebu [LOKASI]: Coal Hauling Road, Red Zone Jl.Barokah Km 9.500-9.650"
8236464,Non TBC,Genangan air dan spoil tebal di jalan pagaruyun seg 3,Project Rehandling Soil OPP,Jalan,"Project Rehandling Soil OPP, Jalan","[DESKRIPSI]: Genangan air dan spoil tebal di jalan pagaruyun seg 3 [LOKASI]: Project Rehandling Soil OPP, Jalan"
8235149,Non TBC,Undulating arah disposal,Project Diversion Selatan BAR,Front Loading Bukit Kaca BAR,"Project Diversion Selatan BAR, Front Loading Bukit Kaca BAR","[DESKRIPSI]: Undulating arah disposal [LOKASI]: Project Diversion Selatan BAR, Front Loading Bukit Kaca BAR"
8235123,Non TBC,Atas nama Herman belum cek tensi awal shift,Pit C2H,[C2H] Parking Area / HSSC,"Pit C2H, [C2H] Parking Area / HSSC","[DESKRIPSI]: Atas nama Herman belum cek tensi awal shift [LOKASI]: Pit C2H, [C2H] Parking Area / HSSC"
8235117,Non TBC,Atas nama Sudadi belum cek tensi awal shift,Pit C2H,[C2H] Parking Area / HSSC,"Pit C2H, [C2H] Parking Area / HSSC","[DESKRIPSI]: Atas nama Sudadi belum cek tensi awal shift [LOKASI]: Pit C2H, [C2H] Parking Area / HSSC"
